lat,lon,year,quarter,temp,nitrate,nitrite,nitrate_nitrite,phosphate,ammonium,sst,nutrient_source,depth,kelp_area,kelp_biomass
34.4024,-119.79987,2015,3,15.8965,0.030000000000000002,0.026,0.056,0.315,0.18,NA,CalCOFI,-47.15455627441406,NA,NA
34.2749,-120.02508,2015,3,17.726333333333333,0.049999999999999996,0.013333333333333332,0.06333333333333332,0.23333333333333334,0.006666666666666667,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.25843,-119.32353,2015,3,18.0262,0.0025,0.00975,0.01225,0.255,0.005,NA,CalCOFI,-55.99018859863281,NA,NA
34.22488,-119.4112,2015,3,18.7552,0,0.008,0.008,0.2525,0.0125,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.1787,-119.50892,2015,3,18.534,0,0.01,0.01,0.16666666666666669,0,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87843,-120.13338,2015,3,17.7975,0.7120000000000001,0.0414,0.7534000000000001,0.36,0.057999999999999996,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.47288,-120.49328,2016,3,14.6292,5.38,0.19925,5.57925,0.6775,0.14,14.821510208977593,CalCOFI,-63.57952880859375,NA,NA
34.45418,-120.5261,2016,3,13.5488,8.3225,0.24425,8.566749999999999,0.885,0.14,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.39652,-119.80107,2016,3,18.24525,0,0.012,0.012,0.18,0,NA,CalCOFI,-77.091552734375,NA,NA
34.27603,-120.0289,2016,3,18.464199999999998,0.06,0.0188,0.0788,0.156,0.012,16.076074255837334,CalCOFI,-618.89996337890625,NA,NA
34.26608,-119.32272,2016,3,18.4206,0,0.04775,0.04775,0.20750000000000002,0.045,NA,CalCOFI,-53.02577209472656,NA,NA
34.22678,-119.4118,2016,3,19.6872,0.005,0.00175,0.00675,0.165,0.04,17.443746699227226,CalCOFI,-71.065399169921875,NA,NA
34.18163,-119.5166,2016,3,19.062,0.02,0.009333333333333332,0.029333333333333333,0.19666666666666666,0,17.77610863579644,CalCOFI,-160.34698486328125,NA,NA
33.88392,-120.14147,2016,3,16.9155,0.33666666666666667,0.027333333333333334,0.364,0.31666666666666665,0,16.276160558064777,CalCOFI,-130.26168823242188,NA,NA
34.46692,-120.48923,2017,3,14.0508,5.317500000000001,0.32125,5.638750000000001,0.73,0.12,14.80984459982978,CalCOFI,-57.74060821533203,4.444444444444445,31.916666666666668
34.4501,-120.52838,2017,3,15.1354,2.505,0.14850000000000002,2.6534999999999997,0.47750000000000004,0.0825,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40542,-119.8013,2017,3,18.40725,0,0.00275,0.00275,0.16,0.02,NA,CalCOFI,-47.15455627441406,NA,NA
34.27268,-120.0175,2017,3,15.5454,1.026,0.0518,1.0778,0.372,0.056,16.131598075230915,CalCOFI,-616.56640625,NA,NA
34.26523,-119.32922,2017,3,17.455750000000002,0.1575,0.03775,0.19525,0.21,0.0575,NA,CalCOFI,-55.99018859863281,NA,NA
34.22543,-119.4122,2017,3,18.3048,0.1825,0.0095,0.192,0.2325,0.045,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17762,-119.50767,2017,3,18.7206,0,0.00125,0.00125,0.1875,0.14250000000000002,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87877,-120.13458,2017,3,15.557333333333332,3.2560000000000002,0.1254,3.3814,0.484,0.008,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.02133,-118.8432,2017,3,17.23125,0.0725,0.02575,0.09824999999999999,0.24,0,18.378544595506455,CalCOFI,-57.50578308105469,NA,NA
34.46188,-120.485,2019,3,15.6995,1.48,0.11,1.59,0.44,0.19,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.44862,-120.52052,2019,3,13.79925,4.865,0.19625,5.06125,0.645,0.2425,14.938823964860704,CalCOFI,-110.85519409179688,NA,NA
34.40303,-119.8003,2019,3,17.01275,0.035,0.025750000000000002,0.060750000000000005,0.2125,0.14,NA,CalCOFI,-47.15455627441406,NA,NA
34.27657,-120.02402,2019,3,16.165666666666667,0.02,0.004666666666666667,0.024666666666666667,0.2,0.16,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.2583,-119.32308,2019,3,15.5844,0,0.0055,0.0055,0.17,0.2725,NA,CalCOFI,-55.99018859863281,NA,NA
34.22292,-119.40907,2019,3,16.8984,0,0.005,0.005,0.1275,0.1275,17.50661537382338,CalCOFI,-68.87818908691406,NA,NA
34.178,-119.50738,2019,3,18.2144,0.01,0.004,0.014,0.135,0.4875,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87683,-120.13683,2019,3,14.040142857142857,4.8825,0.103,4.9855,0.5875,0.1525,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.46083,-120.48783,2014,4,16.7754,1.0575,0.19,1.2475,0.4975,0.6275,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.44812,-120.5254,2014,4,16.168666666666667,1.608,0.2412,1.8492000000000002,0.534,0.584,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40297,-119.80007,2014,4,18.1725,0.0375,0.03975,0.07725,0.33,0.11,NA,CalCOFI,-47.15455627441406,NA,NA
34.27427,-120.03057,2014,4,18.03,0,0.025,0.025,0.3,0.043333333333333335,16.076074255837334,CalCOFI,-618.89996337890625,NA,NA
34.25082,-119.33387,2014,4,18.566,0.09,0.07625,0.16625,0.455,0.26,NA,CalCOFI,-56.75047302246094,NA,NA
34.2244,-119.411,2014,4,18.5395,0,0.0286,0.0286,0.336,0.078,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.1805,-119.51062,2014,4,18.789,0,0,0,0.29500000000000004,0.0775,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87857,-120.1352,2014,4,17.810200000000002,0.1375,0,0.1375,0.3575,0.1925,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.01197,-118.83018,2014,4,18.34225,0.1075,0.00775,0.11524999999999999,0.2975,0.0425,18.416626161999172,CalCOFI,-49.0425910949707,NA,NA
34.4511,-120.52388,2015,4,16.4446,0.3175,0.09125,0.40875,0.3875,0.005,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40216,-119.79633,2015,4,16.01225,0.645,0.3165,0.9615,0.5325,0.1975,NA,CalCOFI,-47.15455627441406,NA,NA
34.27383,-120.02738,2015,4,17.842333333333332,0.0033333333333333335,0.030333333333333334,0.033666666666666664,0.31,0,16.064900557200115,CalCOFI,-622.12860107421875,NA,NA
34.26553,-119.32852,2015,4,18.1168,0.41000000000000003,0.20475,0.61475,0.625,0.3875,NA,CalCOFI,-55.99018859863281,NA,NA
34.21677,-119.41072,2015,4,17.6344,0,0.02425,0.02425,0.3425,0,17.57484918170505,CalCOFI,-74.038848876953125,NA,NA
34.17847,-119.50847,2015,4,18.883333333333333,0,0.012666666666666666,0.012666666666666666,0.30333333333333334,0,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87868,-120.13238,2015,4,18.5265,0,0.019,0.019,0.2866666666666667,0,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.45847,-120.48607,2016,4,14.6456,3.865,0.156,4.021,0.64,0.175,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.4506,-120.5233,2016,4,14.9762,2.8200000000000003,0.16675,2.9867500000000002,0.5575,0.0225,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40278,-119.80383,2016,4,17.00975,0.165,0.036250000000000004,0.20125,0.28250000000000003,0.03,NA,CalCOFI,-47.432518005371094,NA,NA
34.2758,-120.02343,2016,4,17.504333333333335,0.043333333333333335,0.005666666666666667,0.049,0.27,0.0033333333333333335,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.25413,-119.3371,2016,4,16.7908,0.045,0.07675,0.12175,0.4525,0,NA,CalCOFI,-56.75047302246094,NA,NA
34.2254,-119.4112,2016,4,16.9072,0.0775,0.051750000000000004,0.12925,0.31,0.035,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.18698,-119.51882,2016,4,17.077333333333332,0.8733333333333334,0.06533333333333334,0.9386666666666668,0.32,0.05333333333333334,17.731691386964584,CalCOFI,-141.67279052734375,NA,NA
33.87717,-120.1325,2016,4,14.4465,6.293333333333333,0.16733333333333333,6.460666666666667,0.75,0.23333333333333334,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.013,-118.83377,2016,4,15.8482,1.095,0.20675,1.30175,0.4575,0.8325,18.416626161999172,CalCOFI,-49.0425910949707,NA,NA
34.4569,-120.4878,2017,4,14.960799999999999,1.0975000000000001,0.12375,1.2212500000000002,0.3425,0.115,14.86021219359504,CalCOFI,-60.99259948730469,NA,NA
34.44947,-120.52288,2017,4,14.3288,2.605,0.183,2.788,0.4575,0.1275,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40333,-119.79718,2017,4,16.64625,0,0.01975,0.01975,0.19,0.0025,NA,CalCOFI,-47.15455627441406,NA,NA
